n,trial,method,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
50,7,RGG,49.524101294064664,0.5679322306780595,0.999591836734694,0.4607105142183303,5.471678280708806,212,0.6784526112185689,261,10.390276957088973
50,7,Physarum,6.7445220481056065,1.240249327436162,0.8889795918367348,0.009855089766142508,3.632043273782468,0,0.6319289991445678,49,1.4150171369471942
50,8,MST,4.458871323850924,1.2121507697642635,0.8138775510204082,0.005236514535389003,3.7495595021055914,0,0.45509229098805637,49,1.0
50,8,kNN,11.595492565647685,0.952431183397778,0.9465306122448979,0.0161654470217651,4.440721947950514,48,0.6783610690872417,97,2.6005443358776246
50,8,RGG,51.893373175995045,0.5527374631205312,0.999591836734694,0.6412981353129905,5.552951281998547,232,0.6992220113851992,281,11.638230710631296
50,8,Physarum,7.9279106978933624,1.3979240269630007,0.9040816326530613,0.013955473176737898,3.4728054549979697,1,0.5550887061877974,50,1.7780084066311173
50,9,MST,5.165820875617582,1.085138741520995,0.8677551020408164,0.008038066114959294,3.7481369522673424,0,0.5594860775360373,49,1.0
50,9,kNN,12.049937546314142,0.7368051559716716,0.9918367346938776,0.06508478477377057,4.394333774056953,44,0.5681027966742249,93,2.332627831365437
50,9,RGG,51.537963900504856,0.5543047764071005,1.0,0.5944382298618114,5.50511355095982,218,0.618790931989925,267,9.976722991647172
50,9,Physarum,8.684785405880996,1.3667898891059977,0.9151020408163265,0.01336985456305934,3.4037410696097914,1,0.627177419354839,50,1.681201422773436
50,10,MST,4.7225483969892,1.2081088478106068,0.8375510204081631,0.006232431999325191,3.7571640626756015,0,0.5023502653525398,49,1.0
50,10,kNN,11.3407953518327,0.9448480625138539,0.9685714285714286,0.01998223574247881,4.37756713462377,43,0.6499160574059029,92,2.4014143209337733
50,10,RGG,51.72091593841986,0.5204678447678103,1.0,0.6598729718741239,5.528714424520022,224,0.6141280583029671,273,10.951908078145658
50,10,Physarum,8.729963456592902,1.3518804266014581,0.9208163265306122,0.019357100304082924,3.38905888417935,2,0.5525226771267469,51,1.8485704587291423
50,11,MST,4.621713267627271,1.0515438655367397,0.8583673469387755,0.007391898866099322,3.7466003442852562,0,0.5374520571090646,49,1.0
50,11,kNN,11.164983437155067,1.2181453583344304,0.9444897959183673,0.014899431499337387,4.431792193418323,47,0.6380716507314823,96,2.4157672254053586
50,11,RGG,47.56920170904388,0.5362163930482096,1.0,0.8544981352160143,5.455605140758522,208,0.6024635495223734,257,10.292547147448916
