n,trial,demand,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
50,10,Uniform,8.184248202347204,0.6161456650852559,0.9983673469387756,0.10636443637142155,4.040965871810083,18,0.41235250737463147,67,1.733015210085505
50,10,HubSpoke,6.600607816287344,0.7078522124275078,0.9685714285714286,0.05750703339563274,3.8240250401582796,5,0.5799546313799624,54,1.397679231936612
50,11,Fixed,11.845629031102451,1.121503949885149,0.9269387755102041,0.014467199256760587,3.460069902229115,6,0.586511388495689,55,2.5630384978823764
50,11,Uniform,8.167290219785244,0.6526257074064579,0.9918367346938776,0.05190250239178884,4.030829895644645,18,0.4183027763226823,67,1.7671564086402587
50,11,HubSpoke,6.002722137124973,0.7528996132807487,0.9485714285714286,0.03295104741261094,3.7829990650972483,4,0.6149767750497674,53,1.2988088592970404
50,12,Fixed,12.423031429048947,1.3399014299266077,0.9351020408163265,0.023806270804787876,3.4563948005659433,5,0.5981124321150739,54,2.4829092705075597
50,12,Uniform,9.072526617723728,0.6640770092559404,0.9951020408163265,0.08906842206918553,4.064679602792414,19,0.4070152671755729,68,1.813265995077447
50,12,HubSpoke,6.09546789001276,0.8310508888222774,0.9379591836734694,0.0278312980409309,3.790459116930949,3,0.583415071770335,52,1.2182609227571168
50,13,Fixed,12.009558996526161,1.484551389981882,0.9171428571428573,0.014516252182004748,3.4805296114015816,5,0.6511500719612717,54,2.3331478084226953
50,13,Uniform,8.595520421246258,0.6965659498021065,0.9938775510204081,0.05632828876500933,4.073205855262798,17,0.42044063647490826,66,1.669888098212778
50,13,HubSpoke,6.601334608597686,0.8398567837463823,0.9420408163265306,0.03190145576648818,3.7985952671144316,3,0.5985638793907362,52,1.282469188016785
50,14,Fixed,11.352542311449088,1.3429607531036536,0.900408163265306,0.010910510726991068,3.441132729116414,5,0.6048022722307191,54,2.3755413408481028
50,14,Uniform,8.77673719781914,0.6158461181574955,0.9963265306122449,0.10067383569131642,4.089817970264686,19,0.4112180337185072,68,1.836549160460022
50,14,HubSpoke,5.672604008693111,0.8392987653515581,0.9253061224489797,0.016549080241372225,3.7848731536515468,2,0.626535411539513,51,1.1870033128457094
50,15,Fixed,14.211951082261923,1.6839928689693788,0.9024489795918369,0.010353848091347852,3.3304365427602085,5,0.6214791360398053,54,3.0391151114293855
50,15,Uniform,8.50923327964409,0.6600813180506314,0.9963265306122449,0.09409940951524147,4.04538273891606,19,0.39017070979335133,68,1.8196332999711051
