n,trial,variant,alpha,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
100,3,Uniform,0.0,8.39832945950816,1.2243975607272393,0.889090909090909,0.0026193635130325405,4.35382622269519,0,0.6044073693366017,99,1.2025833055291337
100,3,Adaptive,1.0,127.03892093998779,0.5140780677358981,1.0,0.9684631640012893,6.564119257177062,671,0.53811574301128,770,18.191104101292535
100,4,Uniform,0.0,7.316592669408311,1.127789717418429,0.8997979797979798,0.0030037343596265986,4.443781638617947,0,0.6058554555990949,99,1.1074961124713139
100,4,Adaptive,1.0,137.46885326938383,0.5310174393707443,1.0,0.949101469610313,6.615453345885843,717,0.548604325190228,816,20.808349932926376
100,5,Uniform,0.0,8.098513821152258,1.0871083836646545,0.9083838383838383,0.003364342359381353,4.375467010067783,0,0.6199589554458389,99,1.185107450164067
100,5,Adaptive,1.0,135.1788167830702,0.5322159024612403,1.0,0.9993913443554032,6.596945447893295,700,0.5510587885397049,799,19.781582943719226
100,6,Uniform,0.0,7.150340174062606,1.3664104406922517,0.8914141414141414,0.0024885214285263156,4.364989821588712,0,0.6102513537001135,99,1.1253611800643344
100,6,Adaptive,1.0,122.40476907516818,0.4986858930316824,1.0,0.8765799490414297,6.576107594412507,685,0.5762036137555857,784,19.264758321794428
100,7,Uniform,0.0,7.805359677963778,1.35173163377356,0.8893939393939394,0.002513637464434887,4.436557155734701,0,0.5755648342895543,99,1.1405028511435737
100,7,Adaptive,1.0,134.7391177908928,0.5528107540250735,1.0,0.984910047795645,6.5796096984586665,688,0.5750331519049974,787,19.687798428421917
100,8,Uniform,0.0,6.808658402097823,1.0023176846298825,0.9157575757575758,0.004054128476896008,4.414758128160763,0,0.6169304574880645,99,1.063304155430397
100,8,Adaptive,1.0,134.85673824812764,0.532101214247639,1.0,0.9932719565058649,6.5998149797630905,706,0.5842564312801071,805,21.06049704635531
100,9,Uniform,0.0,8.191157633764389,1.238147671296701,0.9141414141414141,0.0037793680794007637,4.4506435839246405,0,0.6491262873680295,99,1.13832820596658
100,9,Adaptive,1.0,135.70037608437016,0.5404053588701269,1.0,0.9140266610590129,6.600512857421325,698,0.5437478790298431,797,18.858331454930283
100,10,Uniform,0.0,7.277442298567122,1.376117563854867,0.8702020202020201,0.0020009463280246673,4.415059734311575,0,0.5724735135135133,99,1.0808659321712033
100,10,Adaptive,1.0,139.45600895879227,0.5523724207715361,1.0,0.9312819915440594,6.606156554929904,708,0.5666626841895659,807,20.71239357676515
100,11,Uniform,0.0,7.859567318983531,1.0084174822390581,0.9098989898989898,0.0037378522306193854,4.409685307548997,0,0.617565249813572,99,1.1196940946636025
100,11,Adaptive,1.0,137.3458591720595,0.5345612642046826,1.0,1.0595410950616126,6.594768144817532,696,0.5523050311357118,795,19.566642946108477
100,12,Uniform,0.0,7.2785353710924285,1.2562531070871843,0.8949494949494949,0.00276460993703856,4.332902452600603,0,0.5785348409150675,99,1.163876448240179
100,12,Adaptive,1.0,117.38733552399577,0.496918178764489,1.0,0.8937741431378201,6.549423167945113,668,0.551746484413413,767,18.770858170266827
100,13,Uniform,0.0,9.257488773520175,1.4366712645972994,0.9137373737373737,0.0033498395836829165,4.314252779849399,0,0.6483585915222192,99,1.319397174837529
100,13,Adaptive,1.0,131.4176530840344,0.5407606823808719,1.0,0.8585965961034997,6.570624004762255,677,0.5271803403365334,776,18.72992605714183
100,14,Uniform,0.0,8.030296812423177,1.4865203313721664,0.895151515151515,0.0026571782913926006,4.391343831039607,0,0.5919565472695241,99,1.1477763949545323
100,14,Adaptive,1.0,134.07455115018226,0.5341969965248954,1.0,1.2173806519958261,6.5638825765613955,672,0.5547434230269079,771,19.16337696711698
100,15,Uniform,0.0,7.453941890259559,1.3505385858138401,0.9050505050505052,0.003911325613603213,4.363941798176944,0,0.5740313909485706,99,1.1160962480583385
100,15,Adaptive,1.0,124.95171526390742,0.5032989317420116,1.0,0.9627412857586948,6.576685062055452,688,0.556386821474645,787,18.709314165265745
100,16,Uniform,0.0,6.992572850562858,1.3770428872570428,0.8746464646464644,0.002035403907710175,4.43725236479723,0,0.5959837003145549,99,1.059769056492895
100,16,Adaptive,1.0,152.26250480223285,0.5836411480590813,1.0,1.2409286364826413,6.646508021992821,747,0.602426097972973,846,23.07635465542822
100,17,Uniform,0.0,7.43861110594855,1.3569948822610471,0.8756565656565657,0.0020840390231249366,4.45614223581435,0,0.6050089679577291,99,1.091202109884977
100,17,Adaptive,1.0,149.61671871311268,0.5588733417133566,1.0,1.3082096790366788,6.6405757105476235,735,0.6067828192441309,834,21.9479250640294
100,18,Uniform,0.0,7.278323263050564,1.2950069670527502,0.8959595959595958,0.0027618639688114072,4.428158209671327,0,0.5889778815042697,99,1.0968315528019967
100,18,Adaptive,1.0,129.51916039706168,0.5275609003287557,1.0,0.8565904792183336,6.590482064667569,694,0.5896628780581776,793,19.518328148065542
100,19,Uniform,0.0,7.176789312771639,1.0114859385615451,0.9184848484848485,0.004099538664731838,4.428578668880937,1,0.6236918702713121,100,1.056059617224603
100,19,Adaptive,1.0,133.55119243547665,0.5409430966001083,1.0,0.8876109953696403,6.5781569663835375,689,0.5883751993620419,788,19.65196622287782
100,20,Uniform,0.0,6.794100699518612,1.157244033383808,0.8837373737373736,0.0023233799294742645,4.467462374487748,0,0.5974327780897124,99,1.0244429764779053
100,20,Adaptive,1.0,135.17845285699707,0.5254903163642384,1.0,0.8152376593690622,6.608167821705647,707,0.5551311475409837,806,20.38277363335405
100,21,Uniform,0.0,7.028148435468034,1.0907237118603867,0.8972727272727272,0.0028087619602442868,4.421931299949591,0,0.5989567654897192,99,1.0858032495396055
100,21,Adaptive,1.0,127.71327591375055,0.535949231329153,1.0,0.865672167087739,6.565106061398863,679,0.5827302856028853,778,19.730870978291147
100,22,Uniform,0.0,7.300476012112735,1.2566579949802479,0.8759595959595959,0.002070877749312151,4.486682280415419,0,0.58406797188991,99,1.0542254507346496
100,22,Adaptive,1.0,130.63192153829883,0.5281358667523318,1.0,1.0818539875774729,6.563206820627577,668,0.5071804848847652,767,18.86390642686216
100,23,Uniform,0.0,7.490953339229041,1.44273897001103,0.8675757575757577,0.0019712130186793223,4.447294647157222,1,0.5649016505131756,100,1.0777677121260427
100,23,Adaptive,1.0,136.04952488706252,0.5474803055589426,1.0,1.295263856642332,6.580913558175725,688,0.6001729106628244,787,19.57424890173664
