trial,mu,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
11,0.5,50,108.80571727926363,1.037403966778633,1.0,3.0000000000000693,4.975852496049145,111,0.9453708920187796,160,23.00649015641963
11,0.75,50,10.100789985103507,1.3940311410389006,0.916326530612245,0.014256531924214345,3.671048439060889,0,0.6734334152970107,49,2.1357675972844663
11,1.0,50,7.123909199450254,1.442342837615204,0.8951020408163265,0.013299552841828557,3.629414670465552,0,0.5561302798982188,49,1.506319253902066
11,1.25,50,5.275441295844134,1.050228698760182,0.8987755102040818,0.014228939521315211,3.672086532625005,0,0.5446532999164582,49,1.115468849234253
11,1.5,50,5.275441295844134,1.050228698760182,0.8987755102040818,0.014228939521314867,3.672086532625005,0,0.5446532999164582,49,1.115468849234253
11,2.0,50,5.018314788080347,1.0097095096828792,0.8938775510204082,0.011683803612895392,3.7119251916083584,0,0.5394614294391575,49,1.061100580564703
11,3.0,50,5.00751845891671,1.0100115421603424,0.893061224489796,0.01175476599572247,3.711668868941491,0,0.5403630130079662,49,1.0588177442685993
12,0.25,50,667.1590533727223,0.5499023865987462,1.0,46.000000000000234,6.982196515895682,1164,0.8299999999999998,1213,137.1748841490627
12,0.5,50,143.89873171287348,0.9161039945561783,1.0,2.0000000000001505,5.373592970857889,199,0.9013483146067416,248,29.587085346622295
12,0.75,50,7.4137798433170765,1.2874935360054134,0.8693877551020408,0.00780315495963735,3.7460918846912183,2,0.6100859869602195,51,1.5243507316170926
12,1.0,50,8.714336253227396,1.4788519684270756,0.9228571428571426,0.019162938181885608,3.4063452372212133,1,0.5198441292960267,50,1.7917587416813734
12,1.25,50,5.5612424160631555,1.1587844810096608,0.9069387755102041,0.015821160808262413,3.6439511409598757,0,0.4988073394495416,49,1.1434496471145505
12,1.5,50,5.5612424160631555,1.1587844810096608,0.9069387755102041,0.015821160808260903,3.6439511409598757,0,0.4988073394495416,49,1.1434496471145505
12,2.0,50,5.248638236081098,1.0831592969934423,0.8873469387755101,0.010925251674777392,3.7362297847905452,0,0.512163117180785,49,1.079174955859488
12,3.0,50,5.150320053724189,1.0899329232883923,0.8832653061224489,0.010857231343388117,3.7363542674682346,0,0.5003801790163329,49,1.0589597085262248
13,0.25,50,637.6916574201707,0.5270023481978041,1.0,45.69722436226833,6.982171836157295,1160,0.8424999999999998,1209,129.28980964273106
13,0.5,50,95.41270239285019,0.9610055926929625,1.0,2.000000000000056,4.924891019964964,105,0.925434173669468,154,19.34460014699881
13,0.75,50,12.453830868365195,1.5806513040535943,0.9281632653061225,0.0157401125889111,3.738853155738821,0,0.7639250524955581,49,2.5249717532885723
13,1.0,50,10.272582553593415,1.5159204633702652,0.9085714285714285,0.013238615934431229,3.44784049912451,2,0.5743690637720484,51,2.082731093372655
13,1.25,50,5.783183190291173,1.4408512150641228,0.8832653061224489,0.010419621528746674,3.5589310152213884,0,0.5387678892995926,49,1.1725206768843284
13,1.5,50,5.487848512517311,1.1048763837886275,0.8963265306122449,0.011984771842126485,3.6478378015304065,0,0.5624640529636908,49,1.1126425777654607
13,2.0,50,5.23014044895546,1.0447049342318444,0.8942857142857144,0.011349243675424604,3.701555806833291,0,0.5640649070555612,49,1.060393146408458
13,3.0,50,5.189280369578197,0.9664689648394079,0.9012244897959184,0.01115465472532124,3.7290038869858937,0,0.6089358874986157,49,1.0521089046072634
14,0.25,50,601.3913446643452,0.4996834365831839,1.0,45.22428714426418,6.978287945629864,1158,0.8355555555555556,1207,124.03784286551776
