trial,alpha,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
20,2.0,50,93.48687141511597,0.5751109780740531,1.0,1.998391958357072,5.820752733802191,319,0.6038912732474968,368,18.416482949352304
21,0.0,50,11.62151149141769,1.614638141260845,0.9163265306122448,0.015009735153462616,3.3667939574757377,4,0.5430091221419262,53,2.4579893995223028
21,0.25,50,16.045563262197373,0.7649618517921052,0.986530612244898,0.08084971608570578,4.498926499534569,55,0.5602305209774083,104,3.3936914692182123
21,0.5,50,28.50185083987574,0.5952468059017034,0.999591836734694,0.29061985696434894,4.998076649923175,118,0.4888016672455713,167,6.028238864016666
21,0.75,50,44.33778054793706,0.57087380604997,1.0,0.6220020441835986,5.345488809881967,182,0.5372161172161174,231,9.377592120066039
21,1.0,50,55.79361452840215,0.5605296189049832,1.0,0.8724530652097711,5.513227858491407,223,0.5907506561679787,272,11.800540159782306
21,1.25,50,65.91105875429528,0.5535460244473611,1.0,1.161116372034833,5.627882520136198,255,0.592358882947118,304,13.940414192163423
21,1.5,50,77.70712505598884,0.5490817042913338,1.0,1.4944952411203882,5.744215973205368,292,0.5790872483221474,341,16.435322530638764
21,2.0,50,94.339741817572,0.544526716285636,1.0,1.874286733490569,5.875168033390073,339,0.5791787072243344,388,19.953177821362328
22,0.0,50,8.440867841520017,1.5393693805583168,0.8828571428571429,0.008317872089364284,3.465326269238757,0,0.5917085574572132,49,1.7343712933696647
22,0.25,50,16.23036486598064,0.6747688962722201,0.9983673469387756,0.1495198124401885,4.564746536246262,61,0.48052321470657566,110,3.3349034048379673
22,0.5,50,27.29930743241878,0.5952845491450274,0.9987755102040816,0.22067198749269643,5.028818696863789,121,0.5773018549747047,170,5.609273362480945
22,0.75,50,40.8289721781639,0.5837257475922684,0.9987755102040816,0.2546021185921091,5.335185782398096,179,0.5966849430619994,228,8.389255537833936
22,1.0,50,55.076492174176884,0.5567859653657578,1.0,0.9072125361139556,5.536330757345667,230,0.6331689008042896,279,11.31673765777024
22,1.25,50,64.98544985356186,0.5533724033264498,1.0,1.0180658298118113,5.650162406285892,263,0.6351190476190478,312,13.352761923166794
22,1.5,50,75.33802527003226,0.5510026674737778,1.0,1.2899713148853498,5.74446370712555,294,0.6486451612903228,343,15.479937700810225
22,2.0,50,92.24049551694664,0.5493367428979368,1.0,1.551926078060883,5.871003755913623,340,0.6691000719942406,389,18.952940682693676
23,0.0,50,5.493969524618083,1.0639603520786285,0.8914285714285712,0.011773406856016001,3.6455652565128345,0,0.5557732987427655,49,1.1606700470915596
23,0.25,50,16.633860651187707,0.7310512958823857,0.986938775510204,0.04427904405120404,4.603231231141112,66,0.5690814105354813,115,3.5141119255972897
23,0.5,50,29.433574472791086,0.5671137651928563,0.9991836734693877,0.31695627505761104,5.13279380981173,141,0.5505794947994058,190,6.218212189988841
23,0.75,50,46.03329138304509,0.5426014912131858,0.999591836734694,0.6188692526703364,5.484213777429198,216,0.6217137293086661,265,9.725110821588078
23,1.0,50,55.53651379225851,0.5389283049728801,1.0,0.6784599229619986,5.621407701935027,254,0.6397960279119701,303,11.73278588272524
23,1.25,50,65.56843912802147,0.5332686465523162,1.0,0.9302008482162331,5.731282765292864,289,0.6451013110846247,338,13.852156075753099
23,1.5,50,74.81462298698885,0.5327808062918611,1.0,0.9628966764359408,5.809962807018752,317,0.6518508997429304,366,15.805528515646806
23,2.0,50,87.86890055964463,0.5312335482381605,1.0,1.2495013769342325,5.91083245658112,356,0.6395929824561402,405,18.563408568877342
24,0.0,50,8.280814113115348,1.6113867115038518,0.8971428571428571,0.009730700282121606,3.4991689376897304,1,0.5995920982381204,50,1.649902719913048
24,0.25,50,16.785522266865794,0.6517937629840441,0.9938775510204081,0.10558777224217795,4.573061790066722,59,0.49107361963190166,108,3.3444149892701662
24,0.5,50,28.670540571610175,0.5837353710743488,0.9963265306122449,0.1717948111989667,5.054412457850513,123,0.48672602739726,172,5.71243385303825
24,0.75,50,39.37867481754204,0.5524512266083696,0.9975510204081632,0.24198491948630008,5.299043201766796,169,0.5299999999999996,218,7.84596560199697
24,1.0,50,48.56845227054394,0.5426366610231894,0.9975510204081632,0.25806967072275333,5.4517368320257535,204,0.5384709768758849,253,9.676973834761082
24,1.25,50,59.229414505261595,0.539954858971759,0.9979591836734695,0.2619806817314321,5.580742303781779,239,0.5683412824589293,288,11.801106842419374
24,1.5,50,70.26441805784034,0.5363443195187304,1.0,0.8520978339380284,5.692123692866911,273,0.5788395061728393,322,13.999765347120459
